Year	Sector	Chapter	Departement	Type	Value
2020	Security Sector	Ministry of National Security	Immigration Department	General expenses	509525
2020	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	Wages & salaries	338980
2020	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	Other employee costs	105275
2020	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	General expenses	25986
2020	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	Education and training expenses	0
2020	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	Consulting and professional fees	75320
2020	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	Finance costs	0
2020	Economic Sector	Ministry of Water and Energy	Ministry of Water and Energy	Fixed assets acquisition	63580
2020	Economic Sector	Ministry of Mineral	Ministry of Mineral	Wages & salaries	335870
2020	Economic Sector	Ministry of Mineral	Ministry of Mineral	General expenses	5039
2020	Economic Sector	Ministry of Mineral	Ministry of Mineral	Consulting and professional fees	26950
2020	Economic Sector	Ministry of Mineral	Ministry of Mineral	Finance costs	0
2020	Economic Sector	Ministry of Mineral	Ministry of Mineral	Specialized materials and services	0
2020	Economic Sector	Ministry of Mineral	Ministry of Mineral	Fixed assets acquisition	0
2020	Economic Sector	Ministry of Agriculture	Ministry of Agriculture	Wages & salaries	375550
2020	Economic Sector	Ministry of Agriculture	Ministry of Agriculture	Other employee costs	65740
2020	Economic Sector	Ministry of Agriculture	Ministry of Agriculture	General expenses	0
2020	Economic Sector	Ministry of Agriculture	Ministry of Agriculture	Specialized materials and services	0
2020	Economic Sector	Ministry of Livestock and Forestry 	Ministry of Livestock and Forestry 	Wages & salaries	313751
2020	Economic Sector	Ministry of Livestock and Forestry 	Ministry of Livestock and Forestry 	General expenses	0
2020	Economic Sector	Ministry of Livestock and Forestry 	Ministry of Livestock and Forestry 	Specialized materials and services	0
2020	Economic Sector	Ministry of Fisheries	Ministry of Fishery and Marine  Resource	Wages & salaries	459177
2020	Economic Sector	Ministry of Fisheries	Ministry of Fishery and Marine  Resource	General expenses	16915
2020	Economic Sector	Ministry of Fisheries	Ministry of Fishery and Marine  Resource	Specialized materials and services	24000
2020	Economic Sector	Ministry of Fisheries	Somali Marine Research	Wages & salaries	162278
2020	Economic Sector	Ministry of Fisheries	Somali Marine Research	General expenses	9000
2020	Economic Sector	Ministry of Fisheries	Offshore Fisheries Development Project	Wages & salaries	16992
2020	Economic Sector	Ministry of Fisheries	Offshore Fisheries Development Project	General expenses	8226
2020	Economic Sector	Ministry of Information 	Ministry of Information 	Wages & salaries	1060171
2020	Economic Sector	Ministry of Information 	Ministry of Information 	General expenses	321450
2020	Economic Sector	Ministry of Information 	Ministry of Information 	Education and training expenses	4575
2020	Economic Sector	Ministry of Information 	Ministry of Information 	Specialized materials and services	74400
2020	Economic Sector	Ministry of Information 	Ministry of Information 	Other expenses	90000
2020	Economic Sector	Ministry of Information 	Ministry of Information 	Fixed assets acquisition	0
2020	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Wages & salaries	475800
2020	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	General expenses	95015
2020	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Education and training expenses	0
2020	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Consulting and professional fees	122180
2020	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Finance costs	0
2020	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Specialized materials and services	12320
2020	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Other expenses	17999
2020	Economic Sector	Post and Telecomuniction 	Ministry of Post and Telecomuniction 	Fixed assets acquisition	271362
2020	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Wages & salaries	141000
2020	Economic Sector	Post and Telecomuniction 	ICT Sector Support	General expenses	18393
2020	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Education and training expenses	0
2020	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Consulting and professional fees	0
2020	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Specialized materials and services	0
2020	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Other expenses	2809
2020	Economic Sector	Post and Telecomuniction 	ICT Sector Support	Fixed assets acquisition	259878
2020	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	Wages & salaries	360342
2020	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	Other employee costs	35775
2020	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	General expenses	32478
2020	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	Consulting and professional fees	0
2020	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	Finance costs	0
2020	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	Other expenses	2464
2020	Economic Sector	Ministry of Public Work & Reconstruction	Ministry of Public Work & Reconstruction	Fixed assets acquisition	0
2020	Economic Sector	Ministry of Transport and Aviation	Ministry of Tranport and Aviation 	Wages & salaries	554200
2020	Economic Sector	Ministry of Transport and Aviation	Ministry of Tranport and Aviation 	General expenses	32133
2020	Economic Sector	Ministry of Transport and Aviation	Ministry of Tranport and Aviation 	Specialized materials and services	89790
2020	Economic Sector	Ministry of Transport and Aviation	Ministry of Tranport and Aviation 	Other expenses	36784
2020	Economic Sector	Ministry of Transport and Aviation	Civil Aviation and Meteo-Authority	Wages & salaries	2558640
2020	Economic Sector	Ministry of Transport and Aviation	Civil Aviation and Meteo-Authority	General expenses	256334
2020	Economic Sector	Ministry of Transport and Aviation	Civil Aviation and Meteo-Authority	Education and training expenses	0
2020	Economic Sector	Ministry of Transport and Aviation	Civil Aviation and Meteo-Authority	Consulting and professional fees	130
2020	Economic Sector	Ministry of Transport and Aviation	Civil Aviation and Meteo-Authority	Finance costs	185
2020	Economic Sector	Ministry of Transport and Aviation	Civil Aviation and Meteo-Authority	Specialized materials and services	4821
2020	Economic Sector	Ministry of Transport and Aviation	Civil Aviation and Meteo-Authority	Other expenses	411000
2020	Economic Sector	Ministry of Transport and Aviation	Civil Aviation and Meteo-Authority	Fixed assets acquisition	111494
2020	Economic Sector	Ministry of Transport and Ports	Ministry of Transport and Ports	Wages & salaries	435690
2020	Economic Sector	Ministry of Transport and Ports	Ministry of Transport and Ports	General expenses	6489
2020	Economic Sector	Ministry of Transport and Ports	Ministry of Transport and Ports	Specialized materials and services	0
2020	Economic Sector	Ministry of Transport and Ports	Hamar Port 	Wages & salaries	382000
2020	Economic Sector	Ministry of Transport and Ports	Hamar Port 	General expenses	9771
2020	Economic Sector	Ministry of Industry & Commerce	Ministry of Industry & Commerce	Wages & salaries	759378
2020	Economic Sector	Ministry of Industry & Commerce	Ministry of Industry & Commerce	General expenses	30112
2020	Social Sector	Ministry of Health 	Ministry of Health 	Wages & salaries	460080
2020	Social Sector	Ministry of Health 	Ministry of Health 	Other employee costs	496160
2020	Social Sector	Ministry of Health 	Ministry of Health 	General expenses	0
2020	Social Sector	Ministry of Health 	Ministry of Health 	Education and training expenses	0
2020	Social Sector	Ministry of Health 	Ministry of Health 	Consulting and professional fees	8330
2020	Social Sector	Ministry of Health 	Ministry of Health 	Finance costs	0
2020	Social Sector	Ministry of Health 	Ministry of Health 	Specialized materials and services	0
2020	Social Sector	Ministry of Health 	Ministry of Health 	Other expenses	0
2020	Social Sector	Ministry of Health 	Ministry of Health 	Fixed assets acquisition	725163
2020	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Wages & salaries	689515
2020	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Other employee costs	1343650
2020	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	General expenses	0
2020	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Education and training expenses	190800
2020	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Consulting and professional fees	105640
2020	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Finance costs	0
2020	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Other expenses	0
2020	Social Sector	Ministry of Education and Higher Education	Ministry of Education and Higher Education	Fixed assets acquisition	5500
2020	Social Sector	Ministry of Education and Higher Education	Somali National University	Wages & salaries	169685
2020	Social Sector	Ministry of Education and Higher Education	Somali National University	Other employee costs	1224680
2020	Social Sector	Ministry of Education and Higher Education	Somali National University	General expenses	0
2020	Social Sector	Ministry of Education and Higher Education	Somali National University	Education and training expenses	0
2020	Social Sector	Ministry of Education and Higher Education	Somali National University	Specialized materials and services	0
2020	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	Wages & salaries	170640
2020	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	General expenses	0
2020	Social Sector	Ministry of Education and Higher Education	Somali Academy of Sciences and Arts	Education and training expenses	10550
2020	Social Sector	Ministry of Education and Higher Education	Intergovernmental Academy of Somali Language	Wages & salaries	70000
2020	Social Sector	Ministry of Education and Higher Education	Intergovernmental Academy of Somali Language	General expenses	0
2020	Social Sector	Ministry of Labor and Social Affairs	Ministry of Labor and Social Affairs	Wages & salaries	561937
